begin_file	begin_time	end_time	low_freq	high_freq	usv_type
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	52.073408	52.873408	17750.0	74000.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	53.033408	53.873408	17750.0	74000.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	54.023408	54.813408	17750.0	74000.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	54.973408	55.643408	17750.0	74000.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	58.13852	59.15852	18375.0	55125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	59.33852	59.91852	18375.0	55125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	65.838596	67.098596	18000.0	57625.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	67.288596	68.338596	18000.0	57625.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	68.538596	69.478596	18000.0	57625.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	71.981632	73.111632	18250.0	52875.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	73.301632	74.171632	18250.0	52875.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	84.41874	85.83874	18000.0	58625.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	86.11874	87.15874	18000.0	58625.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	87.35874	88.27874	18000.0	58625.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	88.44874	89.23874	18000.0	58625.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	99.954888	101.134888	19375.0	58000.0	22kHz
